id,response,response_nofill,response_processed,response_processed_phrase,item,item_nofill,SemDis_factor,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,ewm_vector_cosine_dis,ewm_vector_cosine_dis_clus_avg,minima_vector_cosine_dis,minima_vector_cosine_dis_clus_avg,minima_vector_cosine_dis_clus_min,novelty_1,novelty_2,novelty_m
1159,to sit in,sit,['sit'],sit,Chair,chair,-0.30458,0.52459,0.62367,0.71029,0.5577300000000001,0.53034,0.58932,0.623673485491275,0.6236734854912747,0.623673485491275,0.6236734854912747,0.623673485491275,1,1,1.0
1159,to stand on top of,stand top,['stand'],stand,Chair,chair,0.21807,1.05905,1.02163,1.11245,0.9744,1.15397,1.0643,0.7937715650189632,0.8451645002357708,0.7937715650189632,0.830097403157288,0.7937715650189632,2,2,2.0
1159,to make a piece of art,make piece art,"['piece', 'art']",piece art,Chair,chair,0.07184,0.85759,0.97935,1.04098,0.98406,0.74543,0.92148,0.9926209440511833,0.9199139299638908,0.9485569071534063,0.9485569071534063,0.9485569071534063,4,3,3.5
1159,to decorate,decorate,['decorate'],decorate,Chair,chair,0.03721,0.8584700000000001,0.85429,0.96212,1.01204,0.93484,0.92435,0.8542944640693058,0.9199139299638908,0.8542944640693058,0.9069289090987331,0.5859516501050295,3,3,3.0
1159,to play with,play,['play'],play,Chair,chair,0.01482,0.7749699999999999,0.94431,0.94171,0.99802,0.86842,0.90549,0.9443059281670111,0.9199139299638908,0.9443059281670111,0.9069289090987331,0.8579206043937615,3,3,3.0
1104,sitting on,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.5752943995753552,0.5752943995753553,0.5752943995753552,0.5752943995753553,0.5752943995753552,1,1,1.0
1104,weighing something down,weighing something,['weighing'],weighing,Chair,chair,0.16449,1.10142,1.0087,0.93607,0.87572,1.11534,1.00745,0.9838874735953779,0.9199139299638908,0.9838874735953779,0.9069289090987331,0.5859516501050295,2,3,2.5
1104,building a fort,building fort,"['building', 'fort']",building fort,Chair,chair,0.11595,0.9504,1.02186,0.92591,0.96752,1.10965,0.99507,1.0218565782191467,1.0173028986055166,0.9824117706175377,0.9691784084314358,0.5859516501050295,5,3,4.0
1093,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.5752943995753552,0.5752943995753553,0.5752943995753552,0.5752943995753553,0.5752943995753552,1,1,1.0
1093,standing,standing,['standing'],standing,Chair,chair,-0.18053,0.6584099999999999,0.75055,0.71419,0.9067,0.60756,0.72748,0.7505469837736872,0.9199139299638908,0.7505469837736872,0.8461746086954135,0.7505469837736872,2,2,2.0
1093,propping a door open,propping door open,"['propping', 'door', 'open']",propping door open,Chair,chair,0.12904,0.94975,1.00287,0.95214,1.07643,1.1095,1.01814,1.0028711795045695,0.9557865302452344,0.9816843989644789,0.931737458961624,0.7675054043458734,2,3,2.5
1093,breaking,breaking,['breaking'],breaking,Chair,chair,0.09306,0.89362,1.0259,0.96634,1.06571,0.85773,0.96186,1.0258986087768385,0.9199139299638908,1.0258986087768385,0.9069289090987331,0.5859516501050295,3,3,3.0
1093,building,building,['building'],building,Chair,chair,0.00552,0.8515699999999999,0.88978,0.87022,1.0494,0.78929,0.89005,0.8897782353148234,1.0173028986055166,0.8897782353148234,0.9691784084314358,0.5859516501050295,3,3,3.0
1141,to sit on,sit,['sit'],sit,Chair,chair,-0.30458,0.52459,0.62367,0.71029,0.5577300000000001,0.53034,0.58932,0.623673485491275,0.6236734854912747,0.623673485491275,0.6236734854912747,0.623673485491275,1,1,1.0
1141,to stand on to reach a higher place,stand reach higher place,"['stand', 'reach', 'higher', 'place']",stand reach higher place,Chair,chair,0.22239,1.14241,1.03548,0.98109,1.00124,1.22285,1.07661,1.0354800457292344,0.9970704923413275,0.9705892483813665,0.9705892483813665,0.7505469837736872,2,2,2.0
1141,to prop an item on,prop item,"['prop', 'item']",prop item,Chair,chair,0.18116,1.10716,0.9901,0.97383,0.97297,1.10144,1.0291,0.990095697907443,0.9557865302452344,0.8766077528914211,0.931737458961624,0.7675054043458734,2,3,2.5
1141,to hold something up like a box,hold something like box,"['hold', 'like', 'box']",hold like box,Chair,chair,0.19415,1.06946,0.96874,1.06104,0.94921,1.19083,1.04786,0.9571190588163192,0.9833607144394202,0.956848172893594,0.8242129863198214,0.9016385536871064,2,3,2.5
1141,to use as a weapon,use weapon,['weapon'],weapon,Chair,chair,0.15077,0.93882,0.99185,1.0615,0.91663,1.22135,1.02603,0.9317575817816371,0.9305876554845895,0.9317575817816371,0.9069289090987331,0.5859516501050295,3,4,3.5
1141,to prop up against  door to keep it closed,prop door keep closed,"['prop', 'door', 'closed']",prop door closed,Chair,chair,0.1376,0.9008,0.97323,1.1135,0.85379,1.18018,1.0043,0.8633942974207325,0.9557865302452344,0.9616099025592622,0.931737458961624,0.7675054043458734,2,3,2.5
1176,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.5752943995753552,0.5752943995753553,0.5752943995753552,0.5752943995753553,0.5752943995753552,1,1,1.0
1176,reaching high places,reaching high places,"['reaching', 'high', 'place']",reaching high place,Chair,chair,0.09951,0.95973,0.95915,1.03848,0.91246,0.7644299999999999,0.92685,1.007116886167197,0.9833607144394202,1.0051717139836056,1.0051717139836056,0.8076289605996623,2,2,2.0
1176,hitting something,hitting something,['hitting'],hitting,Chair,chair,0.18076,1.06941,1.05315,0.93075,0.99551,1.19285,1.04833,1.0030179649481155,0.9199139299638908,1.0030179649481155,0.9069289090987331,0.5859516501050295,3,4,3.5
1176,musical chairs,musical chairs,"['musical', 'chair']",musical chair,Chair,chair,0.19744,1.07659,0.90073,1.16218,0.8752800000000001,1.13076,1.02911,0.9225109856256747,0.9199139299638908,0.8876680275423545,0.9069289090987331,0.8579206043937615,4,3,3.5
1286,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.5752943995753552,0.5752943995753553,0.5752943995753552,0.5752943995753553,0.5752943995753552,1,1,1.0
1286,putting clothes on,putting clothes,"['putting', 'clothes']",putting clothes,Chair,chair,0.16435,1.10138,0.95374,0.92563,0.91084,1.25926,1.03017,0.9537416379602217,0.9522701474564933,0.9460637418773202,0.9069289090987331,0.8076289605996623,3,3,3.0
1286,stepping stool,stepping stool,"['stepping', 'stool']",stepping stool,Chair,chair,0.17271,1.05765,1.02684,0.98396,0.99324,1.05835,1.02401,1.0268352649985297,0.9494277248248975,0.9748782886812495,0.9134786142936352,0.6525009070096286,2,2,2.0
1286,sleeping,sleeping,['sleeping'],sleeping,Chair,chair,-0.05841,0.72357,0.83951,0.92415,0.86486,0.76989,0.8244,0.8395116133763101,0.83951161337631,0.8395116133763101,0.9069289090987331,0.5859516501050295,4,3,3.5
1258,to sit on at the desk,sit desk,"['sit', 'desk']",sit desk,Chair,chair,0.18141,1.02633,1.03853,0.98898,0.98085,1.23893,1.05472,1.0385326000640935,0.8409779267918288,0.6434232535195641,0.6434232535195641,0.6434232535195641,1,1,1.0
1258,to stand on when something is high up,stand something high,"['stand', 'high']",stand high,Chair,chair,0.00224,0.77565,0.99355,0.87572,1.07423,0.73626,0.89108,0.9773070083775274,0.8451645002357708,1.0051717139836056,1.0051717139836056,0.7937715650189632,2,2,2.0
1258,to use as a throne at the dinner table,use throne dinner table,"['throne', 'dinner', 'table']",throne dinner table,Chair,chair,0.1044,0.95459,0.92094,0.97631,0.8721,1.17558,0.9799,0.8143290241460872,0.728245301947911,0.8996831328792867,0.8242129863198214,0.5859516501050295,2,3,2.5
1221,sit in,sit,['sit'],sit,Chair,chair,-0.30458,0.52459,0.62367,0.71029,0.5577300000000001,0.53034,0.58932,0.623673485491275,0.6236734854912747,0.623673485491275,0.6236734854912747,0.623673485491275,1,1,1.0
1221,play on,play,['play'],play,Chair,chair,0.01482,0.7749699999999999,0.94431,0.94171,0.99802,0.86842,0.90549,0.9443059281670111,0.9199139299638908,0.9443059281670111,0.9069289090987331,0.8579206043937615,3,3,3.0
1221,sleep on,sleep,['sleep'],sleep,Chair,chair,-0.08297,0.6859,0.84745,0.89348,0.88417,0.71799,0.8058,0.8474508856120883,0.9199139299638908,0.8474508856120883,0.9069289090987331,0.5859516501050295,4,3,3.5
1221,dog bed,dog bed,"['dog', 'bed']",dog bed,Chair,chair,0.15319,1.01607,0.98338,1.00203,0.92301,1.14599,1.0141,0.983383420357276,0.9199139299638908,0.8379086295490713,0.9069289090987331,0.5859516501050295,3,3,3.0
1221,wheelchair for people who cannot walk,wheelchair people walk,"['wheelchair', 'people', 'walk']",wheelchair people walk,Chair,chair,0.01727,0.8011699999999999,0.91476,0.96181,1.00338,0.80023,0.89627,0.9147632192572575,0.9199139299638908,0.9739499878521356,0.9069289090987331,0.5859516501050295,3,3,3.0
1205,step stool,step stool,"['step', 'stool']",step stool,Chair,chair,0.14166,0.967,1.04805,0.98249,0.92198,1.10952,1.00581,1.0480525700647128,0.9494277248248975,0.9672120567237911,0.9134786142936352,0.6525009070096286,2,2,2.0
1205,work out bench,work bench,"['work', 'bench']",work bench,Chair,chair,0.17545,0.98146,1.11395,0.99378,0.9917,1.12651,1.04148,1.1139546368043247,0.9199139299638908,0.965423369197075,0.9069289090987331,0.5859516501050295,5,3,4.0
1205,fire wood,fire wood,"['fire', 'wood']",fire wood,Chair,chair,0.13449,0.88491,1.03093,1.04222,0.9979,1.14019,1.01923,1.0309304417017318,0.9769328381717849,0.9875636663390989,0.9247484873612993,0.8665326043600448,4,4,4.0
1205,back cracker,back cracker,['cracker'],cracker,Chair,chair,0.14857,0.98482,1.03682,1.08306,0.95657,0.78793,0.96984,0.9048147683263895,0.9199139299638908,0.9048147683263895,0.9069289090987331,0.5859516501050295,5,3,4.0
1138,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.5752943995753552,0.5752943995753553,0.5752943995753552,0.5752943995753553,0.5752943995753552,1,1,1.0
1138,using to elevate your height,using elevate height,"['elevate', 'height']",elevate height,Chair,chair,0.04507,0.86187,0.96364,0.96358,0.85771,0.8598399999999999,0.90133,1.0252186314935698,0.9199139299638908,1.0026238102214706,0.9069289090987331,0.5859516501050295,2,4,3.0
1138,using to keep a door closed,using keep door closed,"['door', 'closed']",door closed,Chair,chair,0.10825,0.95116,0.96284,0.9428,0.86391,1.23221,0.99058,1.0724482706635259,0.9780111617590046,0.9616099025592622,0.931737458961624,0.7675054043458734,2,3,2.5
1138,using to create a fort,using create fort,"['create', 'fort']",create fort,Chair,chair,0.13742,1.05062,0.96727,0.99113,1.00827,0.83687,0.97083,1.0295220187177447,1.0173028986055166,0.9824117706175377,0.9691784084314358,0.5859516501050295,4,3,3.5
1138,using as a weapon,using weapon,['weapon'],weapon,Chair,chair,0.16985,0.97536,1.04306,1.04263,0.90072,1.21604,1.03556,0.9317575817816371,0.9305876554845895,0.9317575817816371,0.9069289090987331,0.5859516501050295,3,3,3.0
1186,sit,sit,['sit'],sit,Chair,chair,-0.30458,0.52459,0.62367,0.71029,0.5577300000000001,0.53034,0.58932,0.623673485491275,0.6236734854912747,0.623673485491275,0.6236734854912747,0.623673485491275,1,1,1.0
1186,standing to get higher,standing get higher,"['standing', 'higher']",standing higher,Chair,chair,0.05831,0.87738,0.94299,0.97927,1.07575,0.72734,0.92055,0.9945163793823485,0.9199139299638908,0.9268672579021469,0.8461746086954135,0.7505469837736872,2,2,2.0
1186,hit someone with,hit someone,['hit'],hit,Chair,chair,0.12911,0.99982,0.96601,0.92951,1.01053,1.14747,1.01067,0.9577761403608059,0.9199139299638908,0.9577761403608059,0.9069289090987331,0.5859516501050295,3,3,3.0
1186,legs can stake someone,legs can stake someone,"['leg', 'stake']",leg stake,Chair,chair,0.11631,0.99894,0.9736,0.87996,0.94859,1.2148,1.00318,1.0456015960027396,0.9199139299638908,0.947236559642826,0.8928143880388036,0.5859516501050295,4,3,3.5
1186,bed if it's big enough,bed big enough,"['bed', 'big']",bed big,Chair,chair,0.04924,0.79809,1.05899,0.94544,1.04585,0.77317,0.92431,1.036678562303348,0.9199139299638908,1.0033512353048002,0.9069289090987331,0.5859516501050295,4,3,3.5
1186,holds things,holds things,['hold'],hold,Chair,chair,0.1439,0.97424,1.03497,0.93078,1.01129,1.2152,1.0333,0.9016385536871064,0.9833607144394202,0.9016385536871064,0.8242129863198214,0.9016385536871064,2,3,2.5
1147,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.5752943995753552,0.5752943995753553,0.5752943995753552,0.5752943995753553,0.5752943995753552,1,1,1.0
1147,making a fort,making fort,"['making', 'fort']",making fort,Chair,chair,0.17076,1.0627,1.01821,0.97659,1.01116,1.04662,1.02306,1.0182116697283328,1.0173028986055166,0.9824117706175377,0.9691784084314358,0.5859516501050295,4,3,3.5
1147,standing on top of,standing top,['standing'],standing,Chair,chair,0.2151,1.13477,0.94933,1.06384,1.00344,1.14169,1.05861,0.7505469837736872,0.9199139299638908,0.7505469837736872,0.8461746086954135,0.7505469837736872,2,2,2.0
1094,to sit in,sit,['sit'],sit,Chair,chair,-0.30458,0.52459,0.62367,0.71029,0.5577300000000001,0.53034,0.58932,0.623673485491275,0.6236734854912747,0.623673485491275,0.6236734854912747,0.623673485491275,1,1,1.0
1094,to play musical chairs,play musical chairs,"['play', 'musical', 'chair']",play musical chair,Chair,chair,-0.03962,0.76803,0.95903,0.82482,0.87061,0.78175,0.84085,0.7429066283339927,0.9199139299638908,0.9443059281670111,0.9069289090987331,0.8579206043937615,4,3,3.5
1094,to dance with,dance,['dance'],dance,Chair,chair,0.01512,0.78895,1.00385,0.93046,0.8906499999999999,0.79912,0.88261,1.0038508348071864,0.9199139299638908,1.0038508348071864,0.9069289090987331,0.5859516501050295,4,3,3.5
1094,to furnish a room with,furnish room,"['furnish', 'room']",furnish room,Chair,chair,0.16062,1.06438,1.01565,0.96361,0.977,1.01518,1.00716,1.0156519914985005,0.9199139299638908,0.8703393384468296,0.9069289090987331,0.5859516501050295,2,2,2.0
1162,sit on it,sit,['sit'],sit,Chair,chair,-0.30458,0.52459,0.62367,0.71029,0.5577300000000001,0.53034,0.58932,0.623673485491275,0.6236734854912747,0.623673485491275,0.6236734854912747,0.623673485491275,1,1,1.0
1162,use it as a stool,use stool,['stool'],stool,Chair,chair,0.12302,0.97295,0.99983,0.9584,0.91975,1.09754,0.98969,0.6525009070096286,0.9494277248248975,0.6525009070096286,0.9134786142936352,0.6525009070096286,2,2,2.0
1162,put things on it for storage,put things storage,['storage'],storage,Chair,chair,0.07601,0.90473,0.9602,0.98251,1.0165,0.80734,0.93426,0.8970644908050633,0.9199139299638908,0.8970644908050633,0.9069289090987331,0.5859516501050295,2,3,2.5
1102,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.5752943995753552,0.5752943995753553,0.5752943995753552,0.5752943995753553,0.5752943995753552,1,1,1.0
1102,throwing at people,throwing people,"['throwing', 'people']",throwing people,Chair,chair,0.15686,0.90978,1.06484,1.00656,1.14392,1.1551,1.05604,1.064835161836473,0.9199139299638908,1.0405286792317812,0.9069289090987331,0.5859516501050295,4,3,3.5
1102,sleeping,sleeping,['sleeping'],sleeping,Chair,chair,-0.05841,0.72357,0.83951,0.92415,0.86486,0.76989,0.8244,0.8395116133763101,0.83951161337631,0.8395116133763101,0.9069289090987331,0.5859516501050295,4,3,3.5
1102,dancing prop,dancing prop,"['dancing', 'prop']",dancing prop,Chair,chair,0.18783,1.07605,1.03797,0.99637,0.99418,1.07435,1.03578,1.0379673831660403,0.9557865302452344,0.9042321555647014,0.931737458961624,0.7675054043458734,4,4,4.0
1102,bobsled/chariot,bobsled chariot,"['bobsled', 'chariot']",bobsled chariot,Chair,chair,0.17232,1.03456,0.99254,1.03701,1.04295,1.01966,1.02534,0.9925414686359539,0.9199139299638908,0.9121553029149322,0.9069289090987331,0.5859516501050295,5,4,4.5
1102,barricade,barricade,['barricade'],barricade,Chair,chair,0.02767,0.87094,0.83651,0.9071,1.09007,0.93028,0.92698,0.8365131564040835,0.9199139299638908,0.8365131564040835,0.9069289090987331,0.5859516501050295,4,4,4.0
1174,sit on it,sit,['sit'],sit,Chair,chair,-0.30458,0.52459,0.62367,0.71029,0.5577300000000001,0.53034,0.58932,0.623673485491275,0.6236734854912747,0.623673485491275,0.6236734854912747,0.623673485491275,1,1,1.0
1174,stepping,stepping,['stepping'],stepping,Chair,chair,-0.01848,0.85082,0.97488,0.78886,0.91952,0.69949,0.84671,0.9748782886812495,0.9494277248248975,0.9748782886812495,0.9134786142936352,0.6525009070096286,2,2,2.0
1180,sit,sit,['sit'],sit,Chair,chair,-0.30458,0.52459,0.62367,0.71029,0.5577300000000001,0.53034,0.58932,0.623673485491275,0.6236734854912747,0.623673485491275,0.6236734854912747,0.623673485491275,1,1,1.0
1180,decor,decor,['decor'],decor,Chair,chair,0.00108,0.80933,0.8148,0.9642,0.97223,0.88808,0.88973,0.8147966050878207,0.9199139299638908,0.8147966050878207,0.9069289090987331,0.5859516501050295,3,2,2.5
1180,hold a door open,hold door open,"['hold', 'door', 'open']",hold door open,Chair,chair,0.03842,0.82485,1.01014,0.94004,1.01038,0.7361599999999999,0.90431,1.0101439232468785,0.9557865302452344,0.9381417912819987,0.931737458961624,0.9016385536871064,2,3,2.5
1180,place at a table,place table,"['place', 'table']",place table,Chair,chair,0.13059,0.93392,0.96355,1.00749,0.99701,1.19628,1.01965,0.9635450815946291,0.728245301947911,0.8076289605996623,0.8242129863198214,0.8076289605996623,2,3,2.5
1193,to sit in,sit,['sit'],sit,Chair,chair,-0.30458,0.52459,0.62367,0.71029,0.5577300000000001,0.53034,0.58932,0.623673485491275,0.6236734854912747,0.623673485491275,0.6236734854912747,0.623673485491275,1,1,1.0
1193,to stand on,stand,['stand'],stand,Chair,chair,-0.11259,0.68312,0.79377,0.83161,0.90393,0.73805,0.7901,0.7937715650189632,0.8451645002357708,0.7937715650189632,0.830097403157288,0.7937715650189632,2,2,2.0
1193,to smash something else,smash something else,['smash'],smash,Chair,chair,0.04369,0.86355,1.00707,0.89162,1.03745,0.7735,0.91464,0.9110254850852034,0.9199139299638908,0.9110254850852034,0.9069289090987331,0.5859516501050295,3,3,3.0
1193,to act as a weight,act weight,"['act', 'weight']",act weight,Chair,chair,0.21036,1.05827,1.03708,1.06453,0.9707,1.19059,1.06423,1.0370766422858793,0.9199139299638908,0.9871189305943692,0.9069289090987331,0.5859516501050295,3,3,3.0
1209,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.5752943995753552,0.5752943995753553,0.5752943995753552,0.5752943995753553,0.5752943995753552,1,1,1.0
1209,rocking,rocking,['rocking'],rocking,Chair,chair,-0.2728,0.60249,0.58595,0.75924,0.44449,0.61304,0.60104,0.5859516501050295,0.9199139299638908,0.5859516501050295,0.9069289090987331,0.5859516501050295,3,2,2.5
1209,standing on to reach high objects,standing reach high objects,"['standing', 'reach', 'high', 'object']",standing reach high object,Chair,chair,0.18038,1.06856,0.88015,1.06751,0.99393,1.22156,1.04634,1.0201452725541535,0.9970704923413275,1.0051717139836056,1.0051717139836056,0.7505469837736872,2,2,2.0
1123,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.5752943995753552,0.5752943995753553,0.5752943995753552,0.5752943995753553,0.5752943995753552,1,1,1.0
1123,standing,standing,['standing'],standing,Chair,chair,-0.18053,0.6584099999999999,0.75055,0.71419,0.9067,0.60756,0.72748,0.7505469837736872,0.9199139299638908,0.7505469837736872,0.8461746086954135,0.7505469837736872,2,2,2.0
1123,decoration,decoration,['decoration'],decoration,Chair,chair,0.03426,0.87097,0.8633500000000001,0.97432,0.90384,0.89842,0.90218,0.8633467920448727,0.9199139299638908,0.8633467920448727,0.9069289090987331,0.5859516501050295,3,2,2.5
1123,guests,guests,['guest'],guest,Chair,chair,-0.05607,0.8106599999999999,0.88226,0.8627199999999999,0.6557,0.73726,0.78972,0.8572900076522346,0.9199139299638908,0.8572900076522346,0.9069289090987331,0.5859516501050295,2,4,3.0
1123,artwork,artwork,['artwork'],artwork,Chair,chair,0.05859,0.93202,0.83116,0.98101,0.96809,0.91351,0.92516,0.8311641470794982,0.9199139299638908,0.8311641470794982,0.9069289090987331,0.5859516501050295,3,3,3.0
1123,gift,gift,['gift'],gift,Chair,chair,0.04751,0.84407,0.94008,0.97171,1.01566,0.83691,0.92169,0.9400784233409873,0.9199139299638908,0.9400784233409873,0.9069289090987331,0.5859516501050295,3,3,3.0
1123,prop,prop,['prop'],prop,Chair,chair,-0.05917,0.75503,0.76751,0.87139,0.93941,0.92348,0.85136,0.7675054043458734,0.9557865302452344,0.7675054043458734,0.931737458961624,0.7675054043458734,3,3,3.0
1123,studying,studying,['studying'],studying,Chair,chair,0.04156,0.90988,0.98459,0.86746,0.92283,0.81778,0.90051,0.984589427927367,0.9199139299638908,0.984589427927367,0.9069289090987331,0.5859516501050295,2,2,2.0
1123,dining,dining,['dining'],dining,Chair,chair,-0.14314,0.70868,0.82342,0.85381,0.4065999999999999,0.65793,0.69009,0.8234190603396957,0.9199139299638908,0.8234190603396957,0.9069289090987331,0.5859516501050295,2,2,2.0
1123,lounging,lounging,['lounging'],lounging,Chair,chair,-0.07054,0.7019500000000001,0.79788,0.88236,1.04583,0.79293,0.84419,0.7978794040255409,0.9199139299638908,0.7978794040255409,0.9069289090987331,0.5859516501050295,2,2,2.0
1228,sit on,sit,['sit'],sit,Chair,chair,-0.30458,0.52459,0.62367,0.71029,0.5577300000000001,0.53034,0.58932,0.623673485491275,0.6236734854912747,0.623673485491275,0.6236734854912747,0.623673485491275,1,1,1.0
1228,stand on,stand,['stand'],stand,Chair,chair,-0.11259,0.68312,0.79377,0.83161,0.90393,0.73805,0.7901,0.7937715650189632,0.8451645002357708,0.7937715650189632,0.830097403157288,0.7937715650189632,2,2,2.0
1228,break a window,break window,"['break', 'window']",break window,Chair,chair,0.13835,0.95035,1.02372,0.95907,1.00818,1.19475,1.02721,1.0237164698452574,0.9769328381717849,0.9002375029677558,0.9247484873612993,0.8665326043600448,3,3,3.0
1228,hold a door closed,hold door closed,"['hold', 'door', 'closed']",hold door closed,Chair,chair,0.02846,0.82725,0.95793,0.91123,1.12919,0.7355400000000001,0.91223,0.9579331929082536,0.9780111617590046,0.9616099025592622,0.931737458961624,0.9016385536871064,2,3,2.5
1228,tie something too,tie something,['tie'],tie,Chair,chair,0.203,1.0792,1.06121,1.0009,1.00094,1.13815,1.05608,0.7622695764109688,0.9199139299638908,0.7622695764109688,0.9069289090987331,0.5859516501050295,2,3,2.5
1228,sleep in,sleep,['sleep'],sleep,Chair,chair,-0.08297,0.6859,0.84745,0.89348,0.88417,0.71799,0.8058,0.8474508856120883,0.9199139299638908,0.8474508856120883,0.9069289090987331,0.5859516501050295,4,3,3.5
1195,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.5752943995753552,0.5752943995753553,0.5752943995753552,0.5752943995753553,0.5752943995753552,1,1,1.0
