id,item,response,rating,creativity,response_processed,cluster_freq,originality,freq,t_freq
1159,Pencil,to write with,1,1,write,0.8883610451306413,0,0.11163895486935871,0.09568589893436394
1159,Pencil,to point to things with,3,2,point,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1159,Pencil,thing to throw,3,2,throw,0.9904988123515439,0,0.009501187648456089,0.7061366289377325
1159,Pencil,thing to erase marks with,1,2,erase mark,0.995249406175772,0,0.004750593824228044,0.8339928759981362
1159,Pencil,thing to measure with,4,3,measure,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1104,Pencil,writing/drawing,1,1,writing drawing,0.9928741092636579,0,0.0071258907363420665,0.7660798492399318
1104,Pencil,twirling between fingers,3,3,twirling finger,0.9833729216152018,0,0.016627078384798155,0.5631686477864511
1104,Pencil,straight edge,4,3,straight edge,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1104,Pencil,poking,2,3,poking,0.9928741092636579,0,0.0071258907363420665,0.7660798492399318
1104,Pencil,tapping,3,3,tapping,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1093,Pencil,writing,1,1,writing,0.9429928741092637,0,0.05700712589073631,0.21833060072604016
1093,Pencil,tapping,3,3,tapping,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1093,Pencil,erasing,1,2,erasing,0.9738717339667459,0,0.026128266033254133,0.4313682063663204
1093,Pencil,breaking,3,3,breaking,0.995249406175772,0,0.004750593824228044,0.8339928759981362
1093,Pencil,chewing,3,3,chewing,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1093,Pencil,opening a letter,2,3,opening letter,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1141,Pencil,to write/draw,1,1,write draw,0.9928741092636579,0,0.0071258907363420665,0.7660798492399318
1141,Pencil,to poke holes,2,3,poke hole,0.9857482185273159,0,0.014251781472684133,0.6055774033845713
1141,Pencil,to keep a bun in place,4,3,bun place,0.995249406175772,0,0.004750593824228044,0.8339928759981362
1141,Pencil,to stab,2,3,stab,0.9714964370546318,0,0.028503562945368155,0.405659146619183
1141,Pencil,to erase something,1,2,erase,0.9572446555819477,0,0.04275534441805229,0.29057759430520946
1141,Pencil,to use as a stick or building block,5,4,stick building block,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1141,Pencil,to twirl in fingers for entertainment,4,3,twirl finger entertainment,0.9833729216152018,0,0.016627078384798155,0.5631686477864511
1176,Pencil,writing,1,1,writing,0.9429928741092637,0,0.05700712589073631,0.21833060072604016
1176,Pencil,stabbing a bug,3,3,stabbing bug,0.997624703087886,1,0.002375296912114022,0.9113538083411745
1176,Pencil,making a decoration,4,3,making decoration,0.9833729216152018,0,0.016627078384798155,0.5631686477864511
1286,Pencil,writing,1,1,writing,0.9429928741092637,0,0.05700712589073631,0.21833060072604016
1286,Pencil,stabbing,2,3,stabbing,0.9857482185273159,0,0.014251781472684133,0.6055774033845713
1286,Pencil,structural foundation,4,4,structural foundation,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1258,Pencil,write down answers,1,1,write answer,0.9857482185273159,0,0.014251781472684133,0.6055774033845713
1258,Pencil,keep a place in a textbook,4,3,place textbook,0.995249406175772,0,0.004750593824228044,0.8339928759981362
1258,Pencil,to put behind your ear,3,3,ear,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1258,Pencil,to chew the eraser,3,3,chew eraser,0.9881235154394299,0,0.01187648456057011,0.6529632590507689
1258,Pencil,to borrow all the time,5,3,borrow time,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1221,Pencil,write,1,1,write,0.8883610451306413,0,0.11163895486935871,0.09568589893436394
1221,Pencil,draw,1,1,draw,0.9667458432304038,0,0.0332541567695962,0.3606850616909611
1221,Pencil,throw at the ceiling,3,3,throw ceiling,0.9904988123515439,0,0.009501187648456089,0.7061366289377325
1221,Pencil,erase,1,2,erase,0.9572446555819477,0,0.04275534441805229,0.29057759430520946
1221,Pencil,chew on,3,3,chew,0.9881235154394299,0,0.01187648456057011,0.6529632590507689
1221,Pencil,break to let out aggression,4,3,break let aggression,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1221,Pencil,weapon,2,3,weapon,0.9596199524940617,0,0.040380047505938266,0.30605175775010734
1205,Pencil,door stop,4,4,door stop,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1205,Pencil,straight edge,4,3,straight edge,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1205,Pencil,weapon,2,3,weapon,0.9596199524940617,0,0.040380047505938266,0.30605175775010734
1205,Pencil,fire wood,4,3,fire wood,0.9881235154394299,0,0.01187648456057011,0.6529632590507689
1138,Pencil,writing,1,1,writing,0.9429928741092637,0,0.05700712589073631,0.21833060072604016
1138,Pencil,weapon,2,3,weapon,0.9596199524940617,0,0.040380047505938266,0.30605175775010734
1138,Pencil,to build something,4,4,build,0.995249406175772,0,0.004750593824228044,0.8339928759981362
1186,Pencil,poke,2,3,poke,0.9786223277909739,0,0.02137767220902609,0.49069908444328836
1186,Pencil,write,1,1,write,0.8883610451306413,0,0.11163895486935871,0.09568589893436394
1186,Pencil,firewood,4,4,firewood,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1186,Pencil,pencil log cabins,5,4,pencil log cabin,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1186,Pencil,bookmark,3,3,bookmark,0.997624703087886,1,0.002375296912114022,0.9113538083411745
1186,Pencil,projectile,3,4,projectile,0.9904988123515439,0,0.009501187648456089,0.7061366289377325
1186,Pencil,spinner,3,3,spinner,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1147,Pencil,write,1,1,write,0.8883610451306413,0,0.11163895486935871,0.09568589893436394
1147,Pencil,use as a compass,5,5,compass,0.995249406175772,0,0.004750593824228044,0.8339928759981362
1147,Pencil,make a tower,4,4,tower,0.997624703087886,1,0.002375296912114022,0.9113538083411745
1094,Pencil,to write things,1,1,write,0.8883610451306413,0,0.11163895486935871,0.09568589893436394
1094,Pencil,to erase things,1,2,erase,0.9572446555819477,0,0.04275534441805229,0.29057759430520946
1094,Pencil,scrape grime out of tiny spaces that the point can get into,3,3,scrape grime tiny space point,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1162,Pencil,to write,1,1,write,0.8883610451306413,0,0.11163895486935871,0.09568589893436394
1162,Pencil,to stab,2,3,stab,0.9714964370546318,0,0.028503562945368155,0.405659146619183
1162,Pencil,to erase,1,2,erase,0.9572446555819477,0,0.04275534441805229,0.29057759430520946
1102,Pencil,writing,1,1,writing,0.9429928741092637,0,0.05700712589073631,0.21833060072604016
1102,Pencil,shading,2,1,shading,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1102,Pencil,drawing,1,1,drawing,0.9857482185273159,0,0.014251781472684133,0.6055774033845713
1102,Pencil,chewing,3,3,chewing,0.7600950118764845,0,0.23990498812351546,0.029746004057074275
1102,Pencil,breaking,3,3,breaking,0.995249406175772,0,0.004750593824228044,0.8339928759981362
1102,Pencil,projectile,3,3,projectile,0.9904988123515439,0,0.009501187648456089,0.7061366289377325
1102,Pencil,erasing,1,2,erasing,0.9738717339667459,0,0.026128266033254133,0.4313682063663204
1102,Pencil,drumsticks,4,3,drumstick,0.9928741092636579,0,0.0071258907363420665,0.7660798492399318
1102,Pencil,fire,4,3,fire,0.9881235154394299,0,0.01187648456057011,0.6529632590507689
