id,item,response,rating,creativity,response_processed,cluster_freq,originality,freq,t_freq
1159,Chair,to sit in,1,1,sit,0.8651162790697674,0,0.1348837209302326,0.07313792967050353
1159,Chair,to stand on top of,2,2,stand,0.958139534883721,0,0.041860465116279055,0.29626662393847153
1159,Chair,to make a piece of art,4,3,piece art,0.8023255813953488,0,0.19767441860465118,0.04075470034605127
1159,Chair,to decorate,3,3,decorate,0.9906976744186047,0,0.009302325581395321,0.7108804306036147
1159,Chair,to play with,3,3,play,0.9837209302325581,0,0.016279069767441867,0.5690981840566327
1104,Chair,sitting on,1,1,sitting,0.9395348837209302,0,0.06046511627906981,0.20487534626038767
1104,Chair,weighing something down,2,3,weighing,0.8023255813953488,0,0.19767441860465118,0.04075470034605127
1104,Chair,building a fort,5,3,building fort,0.9930232558139535,0,0.006976744186046546,0.7700957934194076
1093,Chair,sitting,1,1,sitting,0.9395348837209302,0,0.06046511627906981,0.20487534626038767
1093,Chair,standing,2,2,standing,0.9906976744186047,0,0.009302325581395321,0.7108804306036147
1093,Chair,propping a door open,2,3,propping door open,0.958139534883721,0,0.041860465116279055,0.29626662393847153
1093,Chair,breaking,3,3,breaking,0.8023255813953488,0,0.19767441860465118,0.04075470034605127
1093,Chair,building,3,3,building,0.9930232558139535,0,0.006976744186046546,0.7700957934194076
1141,Chair,to sit on,1,1,sit,0.8651162790697674,0,0.1348837209302326,0.07313792967050353
1141,Chair,to stand on to reach a higher place,2,2,stand reach higher place,0.9976744186046511,1,0.0023255813953488857,0.9130864197530848
1141,Chair,to prop an item on,2,3,prop item,0.9697674418604652,0,0.03023255813953485,0.3883637891199332
1141,Chair,to hold something up like a box,2,3,hold like box,0.9906976744186047,0,0.009302325581395321,0.7108804306036147
1141,Chair,to use as a weapon,3,4,weapon,0.9674418604651163,0,0.032558139534883734,0.36679230311446126
1141,Chair,to prop up against  door to keep it closed,2,3,prop door closed,0.9906976744186047,0,0.009302325581395321,0.7108804306036147
1176,Chair,sitting,1,1,sitting,0.9395348837209302,0,0.06046511627906981,0.20487534626038767
1176,Chair,reaching high places,2,2,reaching high place,0.986046511627907,0,0.013953488372092981,0.6112396694214883
1176,Chair,hitting something,3,4,hitting,0.8023255813953488,0,0.19767441860465118,0.04075470034605127
1176,Chair,musical chairs,4,3,musical chair,0.9837209302325581,0,0.016279069767441867,0.5690981840566327
1286,Chair,sitting,1,1,sitting,0.9395348837209302,0,0.06046511627906981,0.20487534626038767
1286,Chair,putting clothes on,3,3,putting clothes,0.986046511627907,0,0.013953488372092981,0.6112396694214883
1286,Chair,stepping stool,2,2,stepping stool,0.9604651162790697,0,0.03953488372093028,0.31185697419463626
1286,Chair,sleeping,4,3,sleeping,0.9883720930232558,0,0.011627906976744207,0.6582413670345314
1258,Chair,to sit on at the desk,1,1,sit desk,0.9953488372093023,0,0.0046511627906976605,0.8370303304662747
1258,Chair,to stand on when something is high up,2,2,stand high,0.9883720930232558,0,0.011627906976744207,0.6582413670345314
1258,Chair,to use as a throne at the dinner table,2,3,throne dinner table,0.9767441860465116,0,0.023255813953488413,0.46586041824137003
1221,Chair,sit in,1,1,sit,0.8651162790697674,0,0.1348837209302326,0.07313792967050353
1221,Chair,play on,3,3,play,0.9837209302325581,0,0.016279069767441867,0.5690981840566327
1221,Chair,sleep on,4,3,sleep,0.8023255813953488,0,0.19767441860465118,0.04075470034605127
1221,Chair,dog bed,3,3,dog bed,0.9883720930232558,0,0.011627906976744207,0.6582413670345314
1221,Chair,wheelchair for people who cannot walk,3,3,wheelchair people walk,0.9930232558139535,0,0.006976744186046546,0.7700957934194076
1205,Chair,step stool,2,2,step stool,0.9604651162790697,0,0.03953488372093028,0.31185697419463626
1205,Chair,work out bench,5,3,work bench,0.8023255813953488,0,0.19767441860465118,0.04075470034605127
1205,Chair,fire wood,4,4,fire wood,0.9906976744186047,0,0.009302325581395321,0.7108804306036147
1205,Chair,back cracker,5,3,cracker,0.9976744186046511,1,0.0023255813953488857,0.9130864197530848
1138,Chair,sitting,1,1,sitting,0.9395348837209302,0,0.06046511627906981,0.20487534626038767
1138,Chair,using to elevate your height,2,4,elevate height,0.8023255813953488,0,0.19767441860465118,0.04075470034605127
1138,Chair,using to keep a door closed,2,3,door closed,0.9906976744186047,0,0.009302325581395321,0.7108804306036147
1138,Chair,using to create a fort,4,3,create fort,0.9744186046511628,0,0.025581395348837188,0.4376331360946748
1138,Chair,using as a weapon,3,3,weapon,0.9674418604651163,0,0.032558139534883734,0.36679230311446126
1186,Chair,sit,1,1,sit,0.8651162790697674,0,0.1348837209302326,0.07313792967050353
1186,Chair,standing to get higher,2,2,standing higher,0.9930232558139535,0,0.006976744186046546,0.7700957934194076
1186,Chair,hit someone with,3,3,hit,0.8023255813953488,0,0.19767441860465118,0.04075470034605127
1186,Chair,legs can stake someone,4,3,leg stake,0.8023255813953488,0,0.19767441860465118,0.04075470034605127
1186,Chair,bed if it's big enough,4,3,bed big,0.9883720930232558,0,0.011627906976744207,0.6582413670345314
1186,Chair,holds things,2,3,hold,0.9813953488372094,0,0.018604651162790642,0.5311692042516527
1147,Chair,sitting,1,1,sitting,0.9395348837209302,0,0.06046511627906981,0.20487534626038767
1147,Chair,making a fort,4,3,making fort,0.9744186046511628,0,0.025581395348837188,0.4376331360946748
1147,Chair,standing on top of,2,2,standing,0.9906976744186047,0,0.009302325581395321,0.7108804306036147
1094,Chair,to sit in,1,1,sit,0.8651162790697674,0,0.1348837209302326,0.07313792967050353
1094,Chair,to play musical chairs,4,3,play musical chair,0.9837209302325581,0,0.016279069767441867,0.5690981840566327
1094,Chair,to dance with,4,3,dance,0.8023255813953488,0,0.19767441860465118,0.04075470034605127
