id,item,response,rating,creativity,response_processed,cluster_freq,originality,freq,t_freq
1094,Key,to open a door,1,1,open door,0.9343832020997376,0,0.06561679790026242,0.1870243415992302
1094,Key,to scratch something into the sidewalk,3,3,scratch sidewalk,0.9711286089238845,0,0.02887139107611547,0.40188426942339595
1094,Key,use to separate two things that are stuck together,3,4,separate stuck,0.8451443569553806,0,0.1548556430446194,0.05957226945555115
1094,Key,scratch an itch,3,3,scratch itch,0.9921259842519685,0,0.007874015748031482,0.7464019621454027
1093,Key,unlocking,1,1,unlocking,0.9868766404199475,0,0.013123359580052507,0.6274220806445336
1093,Key,locking,1,1,locking,0.9921259842519685,0,0.007874015748031482,0.7464019621454027
1093,Key,hiding,5,3,hiding,0.8451443569553806,0,0.1548556430446194,0.05957226945555115
1093,Key,discovering,4,5,discovering,0.8451443569553806,0,0.1548556430446194,0.05957226945555115
1093,Key,starting a car,1,2,starting car,0.9658792650918635,0,0.034120734908136496,0.3532920724005246
1093,Key,turning off a car,1,2,turning car,0.9658792650918635,0,0.034120734908136496,0.3532920724005246
1093,Key,music,3,5,music,0.8451443569553806,0,0.1548556430446194,0.05957226945555115
1093,Key,put on a chain,3,4,chain,0.9868766404199475,0,0.013123359580052507,0.6274220806445336
1093,Key,jangling,2,5,jangling,0.8451443569553806,0,0.1548556430446194,0.05957226945555115
1159,Key,open doors,1,1,open door,0.9343832020997376,0,0.06561679790026242,0.1870243415992302
1159,Key,jewelry,3,4,jewelry,0.8451443569553806,0,0.1548556430446194,0.05957226945555115
1159,Key,decoration,3,4,decoration,0.9816272965879265,0,0.018372703412073532,0.5347791969525599
1195,Key,unlock door,1,1,unlock door,0.9553805774278216,0,0.044619422572178435,0.27924115258319393
1195,Key,cut something,2,3,cut,0.963254593175853,0,0.03674540682414695,0.3322362623906841
1195,Key,melt into metal,4,5,melt metal,0.9868766404199475,0,0.013123359580052507,0.6274220806445336
1195,Key,dip in paint and paint something,5,4,dip paint paint,0.8451443569553806,0,0.1548556430446194,0.05957226945555115
1195,Key,decorate and give as a gift,4,5,decorate gift,0.989501312335958,0,0.01049868766404205,0.6830430875066451
1195,Key,use as a screwdriver,3,4,screwdriver,0.9921259842519685,0,0.007874015748031482,0.7464019621454027
1141,Key,to open a door,1,1,open door,0.9343832020997376,0,0.06561679790026242,0.1870243415992302
1141,Key,to open an envelope,1,2,open envelope,0.952755905511811,0,0.047244094488189003,0.2643708305331999
1141,Key,to dislodge items/objects from cracks,2,4,dislodge item object crack,0.9973753280839895,1,0.002624671916010457,0.9027369232778418
1141,Key,to scratch surface (on a car or scratch card),3,3,scratch surface car scratch card,0.9816272965879265,0,0.018372703412073532,0.5347791969525599
1141,Key,to attack someone,3,3,attack,0.8451443569553806,0,0.1548556430446194,0.05957226945555115
1104,Key,unlocking,1,1,unlocking,0.9868766404199475,0,0.013123359580052507,0.6274220806445336
1104,Key,self defense,3,3,self defense,0.9816272965879265,0,0.018372703412073532,0.5347791969525599
