id,item,response,novelty_1,novelty_2,response_processed,cluster_freq,originality,freq,t_freq
1159,Cup,drink things out of,1,1,drink,0.918552036199095,0,0.08144796380090502,0.1446879230716818
1159,Cup,to trap bugs in,2,3,trap bug,0.9592760180995475,0,0.040723981900452455,0.3037356732856141
1159,Cup,to stack with,2,3,stack,0.9524886877828054,0,0.04751131221719462,0.26292386453561273
1159,Cup,to put food in,2,2,food,0.995475113122172,0,0.004524886877828038,0.8409118300304752
1159,Cup,to play games with,3,3,play game,0.9796380090497737,0,0.020361990950226283,0.5049678973542453
1159,Cup,to transport things in,3,3,transport,0.7828054298642534,0,0.2171945701357466,0.03501746894270775
1159,Cup,to roll around,3,3,roll,0.997737556561086,1,0.002262443438914019,0.9152939412679675
1159,Cup,to use as a decoration,3,3,decoration,0.9841628959276019,0,0.015837104072398134,0.576764563479412
1104,Cup,measuring liquids,2,2,measuring liquid,0.9751131221719457,0,0.02488687782805432,0.44578819105338546
1104,Cup,drinking from,1,1,drinking,0.9615384615384616,0,0.038461538461538436,0.31947069943289247
1104,Cup,creating a rhythm,4,3,creating rhythm,0.997737556561086,1,0.002262443438914019,0.9152939412679675
1104,Cup,drawing a circle,4,3,drawing circle,0.7828054298642534,0,0.2171945701357466,0.03501746894270775
1104,Cup,holding pencils,2,3,holding pencil,0.9796380090497737,0,0.020361990950226283,0.5049678973542453
1093,Cup,drinking,1,1,drinking,0.9615384615384616,0,0.038461538461538436,0.31947069943289247
1093,Cup,spilling,3,2,spilling,0.7828054298642534,0,0.2171945701357466,0.03501746894270775
1093,Cup,placing pens,2,3,placing pen,0.9909502262443439,0,0.009049773755656076,0.7169742076599002
1093,Cup,breaking,3,2,breaking,0.995475113122172,0,0.004524886877828038,0.8409118300304752
1093,Cup,measuring,2,3,measuring,0.7828054298642534,0,0.2171945701357466,0.03501746894270775
1141,Cup,to store a liquid,1,1,store liquid,0.995475113122172,0,0.004524886877828038,0.8409118300304752
1141,Cup,to drink from,1,1,drink,0.918552036199095,0,0.08144796380090502,0.1446879230716818
1141,Cup,to pour a liquid onto something,2,1,pour liquid,0.9932126696832579,0,0.006787330316742057,0.7752416628307492
1141,Cup,to use as a weapon,3,3,weapon,0.7828054298642534,0,0.2171945701357466,0.03501746894270775
1141,Cup,to use as a stand/infrastructure,3,4,stand infrastructure,0.9932126696832579,0,0.006787330316742057,0.7752416628307492
1141,Cup,to mix liquids inside,2,2,mix liquid inside,0.9751131221719457,0,0.02488687782805432,0.44578819105338546
1141,Cup,to trap a bug or mouse,3,3,trap bug mouse,0.995475113122172,0,0.004524886877828038,0.8409118300304752
1176,Cup,drinking,1,1,drinking,0.9615384615384616,0,0.038461538461538436,0.31947069943289247
1176,Cup,trapping things,3,3,trapping,0.7828054298642534,0,0.2171945701357466,0.03501746894270775
1176,Cup,holding items,2,3,holding item,0.9796380090497737,0,0.020361990950226283,0.5049678973542453
1176,Cup,cup pyramid,3,3,cup pyramid,0.9524886877828054,0,0.04751131221719462,0.26292386453561273
1286,Cup,drinking,1,1,drinking,0.9615384615384616,0,0.038461538461538436,0.31947069943289247
1286,Cup,pong,4,2,pong,0.9864253393665159,0,0.013574660633484115,0.6185458644140788
1286,Cup,cup stacking,3,2,cup stacking,0.9932126696832579,0,0.006787330316742057,0.7752416628307492
1286,Cup,soup,2,2,soup,0.7828054298642534,0,0.2171945701357466,0.03501746894270775
1286,Cup,store food,2,2,store food,0.9909502262443439,0,0.009049773755656076,0.7169742076599002
1258,Cup,to drink out of,1,2,drink,0.918552036199095,0,0.08144796380090502,0.1446879230716818
1258,Cup,put food in when out of bowls,2,2,food bowl,0.997737556561086,1,0.002262443438914019,0.9152939412679675
1258,Cup,to play games with,3,3,play game,0.9796380090497737,0,0.020361990950226283,0.5049678973542453
1221,Cup,drink,1,1,drink,0.918552036199095,0,0.08144796380090502,0.1446879230716818
1221,Cup,mix inside,2,2,mix inside,0.9751131221719457,0,0.02488687782805432,0.44578819105338546
1221,Cup,bake a mug cake,3,2,bake mug cake,0.7828054298642534,0,0.2171945701357466,0.03501746894270775
1221,Cup,build sand castles,3,4,build sand castle,0.7828054298642534,0,0.2171945701357466,0.03501746894270775
1221,Cup,play different cup games,3,3,play different cup game,0.9796380090497737,0,0.020361990950226283,0.5049678973542453
1205,Cup,plant holder,3,4,plant holder,0.9932126696832579,0,0.006787330316742057,0.7752416628307492
1205,Cup,drum,4,4,drum,0.7828054298642534,0,0.2171945701357466,0.03501746894270775
1205,Cup,prism,3,5,prism,0.997737556561086,1,0.002262443438914019,0.9152939412679675
1138,Cup,putting liquids in,1,1,putting liquid,0.9751131221719457,0,0.02488687782805432,0.44578819105338546
1138,Cup,to trap a bug,3,3,trap bug,0.9592760180995475,0,0.040723981900452455,0.3037356732856141
1138,Cup,to cook muffins or cupcakes in,3,1,cook muffin cupcake,0.9909502262443439,0,0.009049773755656076,0.7169742076599002
1138,Cup,to put around your ears,4,4,ear,0.9864253393665159,0,0.013574660633484115,0.6185458644140788
1138,Cup,to catch something,3,3,catch,0.9796380090497737,0,0.020361990950226283,0.5049678973542453
1186,Cup,drink holder,1,1,drink holder,0.9909502262443439,0,0.009049773755656076,0.7169742076599002
1186,Cup,hide something under,3,3,hide,0.7828054298642534,0,0.2171945701357466,0.03501746894270775
1186,Cup,table for mice,5,4,table mouse,0.995475113122172,0,0.004524886877828038,0.8409118300304752
